,Unnamed: 0,Date,Time,Temperature,Pression,RAW465,RAW540,RAW619,Altitude,Latitude,Longitude,Elevation,AOT465,AOT540,AOT619,Alpha,RÂ²,Datetime,N,E,sza_rad,air_mass,day_of_year,E0,precalibrated_AOT465,precalibrated_AOT540,precalibrated_AOT619,tau_aerosols_465_calitoo,tau_aerosols_540_calitoo,tau_aerosols_619_calitoo,tau_aerosols_465_expected,tau_aerosols_540_expected,tau_aerosols_619_expected
47,47,2024-06-19,10:03:36,38,843,2330.5735097186093,2539.250747734194,2066.1112674810365,01610,4648.80235N,00950.66921E,62.1,0.05613613210775001,0.04418300895423909,0.07968383688912442,1.25,0.97,2024-06-19 10:03:36,46.8133725,9.844486833333333,0.4869468613064179,1.131521713397749,171,0.9680020778543847,0.2097,0.1654,0.1468,0.16976879644224493,0.18809315787709083,0.1549918597304364,0.14223651855532946,0.13228453653044955,0.1211705972736771
48,48,2024-06-19,10:03:51,38,843,2357.432956195863,2526.854080129308,2057.8468224111125,01610,4648.80189N,00950.66875E,62.1,0.04600913439450052,0.04850813486292998,0.08322598844492912,0.99,1.0,2024-06-19 10:03:51,46.81336483333333,9.844479166666666,0.4869468613064179,1.131521713397749,171,0.9680020778543847,0.1996,0.1698,0.1504,0.15964179872899545,0.1924182837857817,0.1585340112862411,0.13210952084207997,0.1366096624391405,0.1247127488294818
49,49,2024-06-19,10:34:31,38,844,2491.7301885821303,2690.076870260309,2152.8879407152403,01623,4648.80117N,00950.66829E,64.9,0.0017803870280000966,-0.004038913877530978,0.046322337484145354,1.13,0.86,2024-06-19 10:34:31,46.81335283333333,9.8444715,0.4380776422505766,1.1042783288160736,171,0.9680020778543847,0.1582,0.1197,0.1148,0.11821645544525386,0.14342160765519965,0.12348826641200622,0.09000493536431023,0.08623614525803293,0.08883260773818533
50,50,2024-06-19,10:34:55,38,844,2434.912128726401,2632.225754770841,2126.0284942379867,01619,4648.80171N,00950.66979E,65.0,0.022846376721983086,0.01575815784685474,0.057802190764999095,1.23,0.95,2024-06-19 10:34:55,46.81336183333333,9.8444965,0.4363323129985824,1.1033779189624917,171,0.9680020778543847,0.1792,0.1394,0.1262,0.1393774626137698,0.1633390143113622,0.1350310908304669,0.11114292056525835,0.10610688580556744,0.10034715145969167
51,51,2024-06-19,10:35:21,38,844,2405.9865709816672,2620.862142799695,2138.425161842873,01616,4648.80178N,00950.66972E,65.0,0.03367732851683733,0.019679259600314268,0.05253294460237268,1.58,0.99,2024-06-19 10:35:21,46.813363,9.844495333333333,0.4363323129985824,1.1033779189624917,171,0.9680020778543847,0.1901,0.1434,0.121,0.150208414408624,0.16726011606482175,0.1297618446678405,0.12197387236011256,0.11002798755902697,0.09507790529706525
52,52,2024-06-19,11:04:48,40,844,2426.647683656477,2635.3249216720624,2130.160716772949,01618,4648.80338N,00950.67121E,66.4,0.02837770085619143,0.016176819659267143,0.057531818961274184,1.36,0.95,2024-06-19 11:04:48,46.813389666666666,9.844520166666667,0.4118977034706617,1.0912709211533682,171,0.9680020778543847,0.1863,0.1411,0.1267,0.14620162940898798,0.16539499740783845,0.1356175274560415,0.11765384201315102,0.10752791268631427,0.1005487905342329
53,53,2024-06-19,11:05:01,40,844,2367.763512533268,2620.862142799695,2109.4996040981387,01616,4648.80322N,00950.67104E,66.4,0.050888065925132675,0.021219709042513933,0.06646330028581421,1.52,0.89,2024-06-19 11:05:01,46.813387,9.844517333333334,0.4118977034706617,1.0912709211533682,171,0.9680020778543847,0.2088,0.1462,0.1356,0.16871199447792926,0.1704378867910852,0.14454900878058152,0.1401642070820923,0.11257080206956102,0.1094802718587729
54,54,2024-06-19,11:05:18,40,844,2354.333789294641,2619.8290871659547,2108.466548464398,01615,4648.80311N,00950.67070E,66.4,0.05610038165598222,0.021580979589106035,0.06691216766170663,1.6,0.89,2024-06-19 11:05:18,46.81338516666667,9.844511666666667,0.4118977034706617,1.0912709211533682,171,0.9680020778543847,0.214,0.1466,0.1361,0.17392431020877877,0.17079915733767734,0.14499787615647394,0.1453765228129418,0.11293207261615315,0.10992913923466532
55,56,2024-06-19,13:59:47,28,844,2152.8879407152403,2258.259615356773,1847.1034731280467,01610,4648.79999N,00950.66733E,50.3,0.08466674803214977,0.11327491375245954,0.1454619974310405,0.28,0.79,2024-06-19 13:59:47,46.813333166666666,9.8444555,0.6928957130417489,1.2997148145465849,171,0.9680020778543847,0.2223,0.221,0.2052,0.18359447095002254,0.23856198170152917,0.21102458245683725,0.1596250817427343,0.18997542552647503,0.18158005169052616
56,57,2024-06-19,14:14:39,25,844,2064.0451562135554,2227.267946344557,1790.2854132723182,01618,4648.79877N,00950.66754E,47.9,0.10597082342866163,0.11524304675009386,0.1606717001293816,0.33,0.81,2024-06-19 14:14:39,46.813312833333335,9.844459,0.7347836150896128,1.3477527768088922,171,0.9680020778543847,0.2399,0.2197,0.2186,0.2013724647817263,0.23606450680307536,0.22389743744877205,0.17825741669248538,0.18920972161165742,0.1955023983118772
